key	value
COMBAT_ELEMENT_SHADOW_NAME	Adowshay
COMBAT_ELEMENT_WATER_NAME	Aterway
PLAYER_CLASS_EMPTY_NAME	Ovicenay
PLAYER_CLASS_FIGHTER_NAME	Ighterfay
PLAYER_CLASS_MYSTIC_NAME	Icmystay
PLAYER_CLASS_BANDIT_NAME	Anditbay
SKILL_BELL_MASTERY_NAME	Ellbay Asterymay
SKILL_BELL_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay urtherfay utilizeyay owerspay ofyay Agicmay Ellsbay, allowingyay ethay astercay otay argechay attackyay ithway emthay.
SKILL_H_MELEE_MASTERY_NAME	Hyay. Eleemay Asterymay
SKILL_H_MELEE_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay ebay oremay adeptyay ithway eavyhay eleemay eaponryway.
SKILL_KATAR_MASTERY_NAME	Atarkay Asterymay
SKILL_KATAR_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay ebay oremay adeptyay ithway Atarskay.
SKILL_MELEE_MASTERY_NAME	Eleemay Asterymay
SKILL_MELEE_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay ebay oremay adeptyay ithway eleemay eaponryway.
SKILL_POLEARM_MASTERY_NAME	Olearmpay Asterymay
SKILL_POLEARM_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay ebay oremay adeptyay ithway olearmspay.
SKILL_RANGED_MASTERY_NAME	Angedray Asterymay
SKILL_RANGED_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay ebay oremay adeptyay ithway angedray eaponryway.
SKILL_SCEPTER_MASTERY_NAME	Epterscay Asterymay
SKILL_SCEPTER_MASTERY_DESCRIPTION	Earnslay ethay abilityyay otay argechay eptersscay, unleashingyay ongerstray ojectilespray uponyay eleaseray.
SKILL_CRYO_NEEDLE_NAME	Ocryay Eedlenay
SKILL_CRYO_NEEDLE_DESCRIPTION	Astscay ayay uickqay etsay ofyay inningspay iceyay eedlesnay.
SKILL_DIVINE_NAME	Ivineday
SKILL_DIVINE_DESCRIPTION	Acesplay ayay olyhay ellway elowbay ethay astercay, amagingday argetstay andyay ealinghay alliesyay overyay imetay.
SKILL_EXECUTE_NAME	Executeyay
SKILL_EXECUTE_DESCRIPTION	Ealsday amageday otay ayay argettay, ithway ayay ancechay otay illkay emthay instantlyyay ifyay eythay areyay owlay onyay ealthhay. <color=lime>Equiresray ayay icalphysay ombatcay eaponway.</color>
SKILL_FIREBALL_NAME	Ireballfay
SKILL_FIREBALL_DESCRIPTION	Astscay anyay additionalyay ireballfay eachyay ankray.
SKILL_GEYSER_NAME	Eysergay
SKILL_GEYSER_DESCRIPTION	Astscay ayay agicalmay opletdray atthay explodesyay intoyay ayay eezingfray illarpay enwhay acedplay.
SKILL_LIFE_TAP_NAME	Ifelay Aptay
SKILL_LIFE_TAP_DESCRIPTION	Ullyfay eplenishesray ethay asterscay anamay ithway ethay ostcay ofyay eirthay ealthhay. <color=cyan>Ineffectiveyay ifyay ethay astercay oesntday avehay enoughyay ealthhay oryay ullfay anamay.</color>
SKILL_SPIRE_NAME	Irespay
SKILL_SPIRE_DESCRIPTION	Oldsmay ethay urfacesay intoyay ayay owray ofyay arpshay iresspay.
SKILL_SPREAD_SHOT_NAME	Eadspray Otshay
SKILL_SPREAD_SHOT_DESCRIPTION	Ootsshay ayay eadspray ofyay ojectilespray. <color=lime>Equiresray ayay angedray eaponway.</color>
SKILL_FLAK_NAME	Akflay
SKILL_FLAK_DESCRIPTION	Astscay ayay urryflay ofyay onestay ardsshay.
SKILL_TALUS_NAME	Alustay
SKILL_TALUS_DESCRIPTION	Ormsfay ayay argelay oulderbay atthay ashessmay intoyay ethay oundgray.
SKILL_AGILE_TECHNIQUE_NAME	Agileyay Echniquetay
SKILL_AGILE_TECHNIQUE_DESCRIPTION	Ethay Anditbay ecomesbay oremay acrobaticyay, unlockingyay ifferentday ethodsmay ofyay ovementmay.
SKILL_BOUNCE_NAME	Ouncebay
SKILL_BOUNCE_DESCRIPTION	Ungeslay ownwardsday, enthay ouncesbay ighhay upwardsyay enwhay ittinghay ethay oundgray.
SKILL_BOMB_TRAP_NAME	Ombbay Aptray
SKILL_BOMB_TRAP_DESCRIPTION	Acesplay anyay explosiveyay aptray atthay iggerstray ithinway oximitypray ofyay earbynay argetstay.
SKILL_DEVIOUS_SIGNET_NAME	Eviousday Ignetsay
SKILL_DEVIOUS_SIGNET_DESCRIPTION	Appliesyay ayay ignetsay otay ethay Anditbay andyay earbynay alliesyay, increasingyay evasionyay, axmay aminastay, andyay iticalcray ikestray anceschay.
SKILL_KILLER_JAB_NAME	Illerkay Abjay
SKILL_KILLER_JAB_DESCRIPTION	Ikesstray ethay argettay, ealingday ongstray initialyay amageday andyay ayay oisonpay ebuffday. <color=lime>Equiresray ayay icalphysay ombatcay eaponway.</color>
SKILL_MIST_VEIL_NAME	Istmay Eilvay
SKILL_MIST_VEIL_DESCRIPTION	Ethay anditbay evokesyay ayay istmay omfray eirthay odybay, anishingvay emselvesthay andyay ealinghay orfay ayay ortshay imetay.
SKILL_PAY_DAY_NAME	Aypay Ayday
SKILL_PAY_DAY_DESCRIPTION	Ethay Anditbay unsstay ethay argettay, additionallyyay ausingcay emthay otay opdray urrencycay.\n ayay icalphysay ombatcay eaponway.</color>
SKILL_VENOM_SHOT_NAME	Enomvay Otshay
SKILL_VENOM_SHOT_DESCRIPTION	Ootsshay ayay enomvay oatedcay ojectilepray. Ealsday amageday overyay imetay, andyay ecreasesday ethay arget'stay efenseday. <color=lime>Equiresray ayay angedray eaponway.</color>
SKILL_VOLLEY_NAME	Olleyvay
SKILL_VOLLEY_DESCRIPTION	<color=cyan>Argechay andyay eleaseray illskay.</color> Iresfay ayay ojectilepray inyay ethay airyay, ainingray apnelshray ithinway ayay adiusray elowbay. <color=lime>Equiresray ayay angedray eaponway.</color>
SKILL_BULWARK_NAME	Ulwarkbay
SKILL_BULWARK_DESCRIPTION	Olstersbay ethay efensiveday engthstray ofyay ethay Ighterfay.
SKILL_REFLECT_NAME	Eflectray
SKILL_REFLECT_DESCRIPTION	Allowsyay ethay Ighterfay otay eflectray eleemay amageday ifyay uccessfullysay arriedpay.
SKILL_BLOOD_GUSH_NAME	Oodblay Ushgay
SKILL_BLOOD_GUSH_DESCRIPTION	Ealsday initialyay amageday, enthay appliesyay ayay eedingblay amageday overyay imetay onditioncay onyay ithay. <color=lime>Equiresray ayay icalphysay ombatcay eaponway.</color>
SKILL_CYCLONE_NAME	Onecyclay
SKILL_CYCLONE_DESCRIPTION	Ethay Ighterfay owsthray eirthay eaponway asyay ayay oomerangbay, ausingcay ersistantpay ighhay eatthray amageday otay argetstay. <color=lime>Equiresray ayay otway andedhay icalphysay ombatcay eaponway.</color>
SKILL_LETHAL_STRIKE_NAME	Ethallay Ikestray
SKILL_LETHAL_STRIKE_DESCRIPTION	<color=cyan>Argechay andyay eleaseray illskay.</color> Endssay ethay Ighterfay intoyay ayay ashday, andinglay ayay eavyhay orcefay attackyay onyay ithay. <color=lime>Equiresray ayay icalphysay ombatcay eaponway.</color>
SKILL_RAGE_NAME	Ageray
SKILL_RAGE_DESCRIPTION	Ivesdray ethay Ighterfay andyay eirthay earbynay alliesyay intoyay ayay itfay ofyay ageray, <color=lime>increasingyay allyay owerpay atsstay emporarilytay.</color>
SKILL_SHIELD_BASH_NAME	Ieldshay Ashbay
SKILL_SHIELD_BASH_DESCRIPTION	Ethay Ighterfay ashesbay ithway eirthay ieldshay, ovidingpray ayay unstay orfay ayay ortshay eriodpay onyay ithay. <color=lime>Equiresray ayay eldhay ieldshay.</color>
SKILL_STOMP_NAME	Ompstay
SKILL_STOMP_DESCRIPTION	Ompsstay atyay ethay oundgray, amagingday earbynay enemiesyay. <color=lime>Eneratesgay ighhay eatthray.</color>
SKILL_BLINK_NAME	Inkblay
SKILL_BLINK_DESCRIPTION	Unlocksyay ethay abilityyay otay uicklyqay eleporttay omfray oneyay ointpay otay anotheryay.
SKILL_MANAFLOW_NAME	Anaflowmay
SKILL_MANAFLOW_DESCRIPTION	Ommunescay ithway ethay eylay energiesyay atthay urroundsay ethay astercay, ecievingray asterfay anamay egenerationray.
SKILL_CROSS_NAME	Osscray
SKILL_CROSS_DESCRIPTION	<color=cyan>Argechay andyay eleaseray illskay.</color> Anifestsmay ayay ourcesay ofyay arcaneyay agicmay, explodingyay andyay ockingknay oesfay ackbay.
SKILL_FLUXBOLT_NAME	Uxboltflay
SKILL_FLUXBOLT_DESCRIPTION	Astscay ayay agicmay ojectilepray atthay explodesyay onyay impactyay. Ashay otentialpay otay ithay ultiplemay imestay eachyay ankray.
SKILL_FLUXSPEAR_NAME	Uxspearflay
SKILL_FLUXSPEAR_DESCRIPTION	Astscay ayay iercingpay earspay ofyay arcaneyay agicmay inyay ontfray ofyay ethay astercay, ealingday amageday andyay unningstay allyay adjacentyay argetstay.
SKILL_IMBUE_NAME	Imbueyay
SKILL_IMBUE_DESCRIPTION	Imbuesyay ayay icalmystay iritspay otay ethay astercay andyay earbynay alliesyay, <color=cyan>increasingyay eirthay aximummay anamay andyay agicmay owerpay.</color>
SKILL_NOVA_NAME	Ovanay
SKILL_NOVA_DESCRIPTION	Areayay ofyay effectyay illskay atthay emitsyay ayay ingray ofyay agicmay energyyay aroundyay ethay astercay, ushingpay ackbay enemiesyay.
SKILL_PRISM_NAME	Ismpray
SKILL_PRISM_DESCRIPTION	Ormsfay ayay ieldshay aroundyay ethay astercay, absorbingyay anyyay incomingyay amageday.
SKILL_RESTORA_NAME	Estoraray
SKILL_RESTORA_DESCRIPTION	Estoresray earbynay alliesyay ealthhay, includingyay ethay Asterscay ealthhay.
SKILL_ALACRITY_NAME	Alacrityyay
SKILL_ALACRITY_DESCRIPTION	Appliesyay ayay earcastclay oonbay. Ethay extnay astcay illway ebay instantyay ithway onay anamay, ealthhay oryay aminastay ostcay.
SKILL_INNER_FOCUS_NAME	Inneryay Ocusfay
SKILL_INNER_FOCUS_DESCRIPTION	Ovidespray ayay uffbay atthay uaranteesgay ayay 100% Iticalcray Ikestray ancechay orfay ethay extnay attackyay.
SKILL_LEG_UP_NAME	Eglay Upyay
SKILL_LEG_UP_DESCRIPTION	Antsgray ayay ovementmay eedspay increaseyay uffbay, additionallyyay increasingyay evasionyay.
SKILL_RECALL_NAME	Ecallray
SKILL_RECALL_DESCRIPTION	Ecallsray ethay ayerplay ackbay otay Anctumsay, awningspay ayay ortalpay otay eturnray erewhay ethay astercay ecalledray omfray. <color=lime>Ancay onlyyay astcay outsideyay ofyay Anctumsay.</color>
SKILL_RECOVERY_NAME	Ecoveryray
SKILL_RECOVERY_DESCRIPTION	Appliesyay ayay ealinghay onditioncay atthay estoresray ealthhay overyay imetay.
SKILL_ROCK_TOSS_NAME	Ockray Osstay
SKILL_ROCK_TOSS_DESCRIPTION	Ossestay ayay ockray, eneratinggay ighhay eatthray onyay ithay argetstay.
SKILL_SIPHON_LEECH_NAME	Iphonsay Eechlay
SKILL_SIPHON_LEECH_DESCRIPTION	Ootsshay ayay iphoningsay ojectilepray atthay awnsspay eldritchyay eecheslay onyay ethay ithay argettay, ealinghay ethay astercay asyay eythay ealday amageday.
SKILL_STURDY_NAME	Urdystay
SKILL_STURDY_DESCRIPTION	Ovidespray ayay uffbay atthay antsgray immunityyay otay ockbackknay andyay autoyay arriespay incomingyay attacksyay.
STAT_ATTRIBUTE_STRENGTH_NAME	Engthstray
STAT_ATTRIBUTE_STRENGTH_DESCRIPTOR	Increasesyay Attackyay Owerpay andyay Axmay Aminastay.
STAT_ATTRIBUTE_MIND_NAME	Indmay
STAT_ATTRIBUTE_MIND_DESCRIPTOR	Increasesyay Agicmay Owerpay andyay Axmay Anamay.
STAT_ATTRIBUTE_DEXTERITY_NAME	Exterityday
STAT_ATTRIBUTE_DEXTERITY_DESCRIPTOR	Increasesyay Exday Owerpay, Attackyay Iticalcray %, andyay Agicmay Iticalcray %.
STAT_ATTRIBUTE_VITALITY_NAME	Italityvay
STAT_ATTRIBUTE_VITALITY_DESCRIPTOR	Increasesyay Axmay Ealthhay.
WEAPON_TYPE_UNARMED_NAME	Unarmedyay
WEAPON_TYPE_KATARS_NAME	Atarskay
WEAPON_TYPE_MELEE_NAME	Eleemay
WEAPON_TYPE_HEAVY_MELEE_NAME	Eavyhay Eleemay
WEAPON_TYPE_POLEARM_NAME	Olearmpay
WEAPON_TYPE_RANGE_WEAPON_NAME	Angeray Eaponway
WEAPON_TYPE_MAGIC_SCEPTER_NAME	Agicmay Epterscay
WEAPON_TYPE_MAGIC_BELL_NAME	Agicmay Ellbay
DIALOGDATA_ANGELA_NAME_TAG	Angelayay
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT	Hmyay?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hmyay?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_1	Esyay?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_2	Ohyay?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_0	Evermindnay...
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_1	Iyay ouldway ikelay otay owknay...
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_2	Otgay anyyay Uestsqay?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT	Ellway... et'slay eesay atwhay ouyay ouldcay oday, allshay eway?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_0	Ellway... et'slay eesay atwhay ouyay ouldcay oday, allshay eway?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_1	Hmyay, ellway... et'slay eesay...
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_2	Isthay orldway ouldcay useyay omesay uritypay, esyay?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_SELECTION_0	Eesay ayay!
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_SELECTION_1	Oneyay otheryay ingthay...
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_INPUT	Myyay owledgeknay isyay oursyay, atwhay ancay Iyay elphay ouyay ithway?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_0	Ellway, actuallyyay...
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_1	Atwhay areyay Icsmystay?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_2	Erewhay areyay eway?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_3	Owhay areyay ouyay?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_4	Ethay Allingcay?
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_0_INPUT	Eway areyay inyay Anctumsay, ethay astlay astionbay ofyay eacepay ithinway isthay aintedtay orldway...
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_1_INPUT	Onay eaturecray ofyay evilyay ancay everyay enteryay asyay onglay asyay I'myay erehay. Asyay atefay ashay ityay, Iyay ustmay ebay erehay otay eepkay Anctumsay afesay.
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_1_SELECTION_0	Iyay eesay. Anywaysyay...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_0_INPUT	Uiteqay uriouscay ouyay areyay, ittlelay oneyay...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_1_INPUT	Iyay amyay oneyay ofyay ethay eethray uardiansgay owhay avehay accompaniedyay isthay andlay omfray ethay eryvay eginningbay.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_2_INPUT	Iyay asway onceyay ableyay otay eesay allyay, utbay myyay agicmay ashay eenbay ifledstay byyay... unfortunateyay ircumstancescay.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_3_INPUT	Allyay Iyay ancay ustermay ownay isyay otay eepkay ethay okenbray orldway intertwinedyay, andyay otay ieldshay Anctumsay omfray arknessday.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_INPUT	Ithoutway myyay agicmay, ouryay oulsay ouldway ebay imprisonedyay, andyay ostlay oreverfay... uckstay ereverwhay ouyay aymay ebay.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_SELECTION_0	Iyay eesay, anywaysyay...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_SELECTION_1	At'sthay... oncerningcay.
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_0_INPUT	Ou'reyay inyay oodgay andshay, ittlelay oneyay...
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_1_INPUT	Avehay aithfay, erethay areyay anymay oulssay alongsideyay oursyay atthay ancay eepkay isthay andlay urepay.
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_2_INPUT	Aystay eterminedday, andyay eepkay ouryay eadhay eldhay ighhay... Iyay elievebay inyay ouyay.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_0_INPUT	Ohyay? Ou'rey-yay interestedyay inyay myyay udiesstay?
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_1_INPUT	Ahemyay... 
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_2_INPUT	Orgivefay emay, it'syay otnay oftenyay I'myay askedyay ofyay isthay.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_3_INPUT	Oosingchay otay ebay ayay Icmystay unlocksyay ethay otentialpay ofyay ethay indmay, allowingyay ethay abilityyay otay astcay owerfulpay ellsspay.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_4_INPUT	Eythay ancay arrierbay emselvesthay omfray amageday, owthray explosiveyay oltsbay, andyay iercepay oseclay eatsthray...
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_5_INPUT	Otay ummarizesay uicklyqay, ethay arcaneyay agicsmay Icsmystay useyay areyay ofyay myyay ownyay owerpay...
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_6_INPUT	Uiteqay ayay itbay otay aketay inyay, ouldn'tway ouyay aysay?
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_0_INPUT	Ahyay, esyay...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_1_INPUT	Ouyay areyay otnay omfray isthay orldway, ittlelay oneyay. Ouyay ereway onceyay ayay ivinglay eingbay omewheresay arfay omfray erehay.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_2_INPUT	Anythingyay ouldcay avehay appenedhay, atthay I'myay unsureyay ofyay...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_3_INPUT	Iyay alledcay ouryay oulsay, amongstyay anymay othersyay, otay ivelay onceyay oremay, andyay otay otectpray isthay orldway omfray arknessday.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_INPUT	Iyay illway alwaysyay ebay uresay atthay ouryay oulsay aysstay urifiedpay andyay otectedpray omfray atwhay oamsray outsideyay ofyay Anctumsay.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_SELECTION_0	Iyay eesay, anywaysyay...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_SELECTION_1	Whyyay oosechay emay?
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_0_INPUT	Isthay isyay anotheryay ancechay orfay ouyay otay ivelay, isn'tyay ityay?
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_1_INPUT	Iyay understandyay atthay ouyay indfay isthay oncerningcay...
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_2_INPUT	Oweverhay, urgatorypay afteryay eathday ertainlycay isn'tyay ayay ooplay orthway ufferingsay. Ouryay oulsay estsray oremay inyay isthay orldway.
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_3_INPUT	Atthay I'myay eryvay uresay ofyay, ittlelay oneyay...
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT	
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_0	Aketay arecay, ittlelay oneyay...
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_1	Iyay illway ebay atchingway alongsideyay ouyay.
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_2	Arewellfay, ittlelay oneyay.
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_3	Aystay afesay...
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Oodnessgay!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Ahyay!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Ohyay myyay!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Atwhay ayay eliefray otay eesay atthay myyay allingcay orkedway... Iyay asway almostyay ertaincay ouryay oulsay ould'veway eenbay ostlay.
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Iyay amyay Angelayay Uxflay, Icmystay Uardiangay ofyay Anctumsay.
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Iyay understandyay atthay ouyay aymay avehay ayay ewfay uestionsqay otay askyay...
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Utbay irstfay, et'slay etgay ouryay earingsbay ortedsay outyay, esyay?
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	Eesay ayay!
DIALOGDATA_ENOK_NAME_TAG	Enokyay
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_0	Atestay ouryay usinessbay, uicklyqay.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_1	Erethay isyay uchmay orkway otay oday.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_2	Eakspay.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_0	Evermindnay.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_1	Iyay ouldway ikelay otay owknay...
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_2	Otgay Uestsqay?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_0	Esyay?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_1	Iyay avehay anyay answeryay.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_2	Onay uestionqay isyay eftlay unansweredyay.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_3	Et'slay earhay ityay.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_0	Actuallyyay...
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_1	Owhay areyay ouyay?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_2	Atwhay isyay ayay Ighterfay?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_3	Arryingpay?
DIALOGDATA_ENOK_BRANCH_2_DIALOG_0_INPUT	Iyay amyay Enokyay, ethay Ighterfay Uardiangay. Iyay amyay ethay erocityfay ofyay ethay ightlay, upbringeryay ofyay ellhay againstyay arknessday.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_1_INPUT	Iyay aketay ityay ouyay areyay ewnay otay isthay orldway. Ou'veyay arrivedyay atelay, uringday ayay imetay erewhay ityay andsstay orruptedcay.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_2_INPUT	Myyay owerspay ovidepray ethay engthstray andyay italityvay otay ethay oulssay owhay areyay ivendray otay ovepray emselvesthay orthyway.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_INPUT	Iyay ensesay ayay arkspay ofyay eterminationday ithinway ouyay. Uccumbsay otay earfay, andyay ouyay illway ailfay.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_SELECTION_0	Oodbyegay.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_SELECTION_1	Anotheryay ingthay...
DIALOGDATA_ENOK_BRANCH_3_DIALOG_0_INPUT	Ayay ostlay oulsay ancay ebay ivendray otay ethay erocityfay ofyay ayay Ighterfay onceyay eythay avehay ovenpray otay ebay ongstray enoughyay.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_1_INPUT	Ayay Ighterfay ancay endray ethay eshflay ofyay oesfay, eakeningway emthay ithway oodshedblay.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_2_INPUT	Ayay Ighterfay ancay evastateday urroundingsay enemiesyay, omfray ayay oseclay ompstay, oryay afaryay ithway ayay ethallay ikestray.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_3_INPUT	Ityay akestay upremesay ocusfay otay avehay atwhay ityay akestay otay astermay ethay artyay ofyay ombatcay.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_INPUT	Ifyay ouyay avehay atwhay ityay akestay, eturnray otay emay, andyay Iyay ancay eachtay ouyay.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_SELECTION_0	Oodbyegay.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_SELECTION_1	Iyay eesay, anywaysyay...
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_0	Erethay isyay usinessbay atthay ustmay ebay endedtay otay.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_1	Et'slay eesay ifyay ou'reyay upyay otay ethay asktay.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_2	Odaytay isyay ayay inefay ayday orfay oodshedblay.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_3	It'syay imetay otay athergay ouryay engthstray.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_SELECTION_0	Eesay ayay!
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_SELECTION_1	Omethingsay elseyay...
DIALOGDATA_ENOK_BRANCH_5_DIALOG_0_INPUT	Arryingpay ouryay oesfay isyay essentialyay inyay eleemay ombatcay.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_1_INPUT	Otay arrypay emthay, ockblay ortlyshay eforebay eythay initiateyay eirthay attackyay.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_2_INPUT	Ifyay ouyay uccessfullysay arrypay emthay, ityay illway otnay ostcay anyyay ofyay ouryay aminastay.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_3_INPUT	Oweverhay, ouryay oesfay ustmay ebay elativelyray asyay ongstray asyay ouyay orfay isthay otay aketay inyay effectyay.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_4_INPUT	Ifyay ouyay ereway otay ightfay ouryay oefay andyay eythay appenhay otay ebay uchmay ongerstray anthay ouyay,
DIALOGDATA_ENOK_BRANCH_5_DIALOG_5_INPUT	ouyay illway alterfay andyay ooselay ouryay aminastay uicklyqay.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_INPUT	Atchway ouryay enemiesyay oselyclay. Eythay areyay othingnay otay ouyay ifyay ouyay ategizestray.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_SELECTION_0	Eesay ayay!
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_SELECTION_1	Omethingsay elseyay...
